stock_id,sector,business_model,geographic_focus,business_maturity,competitive_position,market_cap_category,revenue_tier,profitability_profile,asset_intensity,financial_strength
US264,Healthcare,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US265,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US266,Finance,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US267,Consumer_Staples,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US268,Consumer_Staples,B2C,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US269,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US270,Technology,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US271,Consumer_Staples,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US272,Real_Estate,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US273,Energy,B2C,Domestic,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US274,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US275,Technology,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Strong
US276,Consumer_Staples,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US277,Consumer_Staples,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US278,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Developing
US279,Healthcare,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US280,Technology,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US281,Consumer_Staples,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US282,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US283,Technology,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US284,Consumer_Discretionary,B2C,Global,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US285,Industrials,B2B,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US286,Healthcare,B2B,International,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US287,Materials,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US288,Communication,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US289,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US290,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US291,Finance,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US292,Consumer_Discretionary,B2C,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US293,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US294,Materials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US295,Finance,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US296,Energy,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US297,Finance,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US298,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US299,Finance,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US300,Materials,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US301,Industrials,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US302,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US303,Communication,Platform,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US304,Consumer_Staples,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US305,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US306,Healthcare,B2C,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US307,Healthcare,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US308,Healthcare,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Strong
US309,Communication,Platform,International,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Developing
US310,Finance,B2C,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US311,Healthcare,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US312,Consumer_Discretionary,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US313,Technology,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US314,Technology,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US315,Technology,Platform,Global,Growth,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US316,Real_Estate,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US317,Healthcare,B2B,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US318,Consumer_Discretionary,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US319,Healthcare,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US320,Consumer_Staples,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US321,Consumer_Staples,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US322,Technology,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US323,Consumer_Staples,B2C,International,Growth,Niche_Specialist,Large,Tier_1,Low_Margin,Asset_Light,Stable
US324,Finance,B2C,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US325,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US326,Materials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US327,Technology,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US328,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US329,Finance,B2C,International,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US330,Technology,Platform,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US331,Communication,B2C,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US332,Materials,B2C,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Developing
US333,Communication,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US334,Communication,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US335,Utilities,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US336,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US337,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US338,Industrials,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US339,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US340,Finance,B2C,International,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US341,Industrials,B2B,Global,Cyclical,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US342,Consumer_Discretionary,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Developing
US343,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US344,Materials,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US345,Technology,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US346,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US347,Technology,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US348,Consumer_Discretionary,B2C,International,Growth,Niche_Specialist,Large,Tier_1,Low_Margin,Asset_Light,Stable
US349,Energy,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US350,Industrials,B2B,Domestic,Cyclical,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US351,Communication,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US352,Technology,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Stable
US353,Energy,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US354,Technology,Platform,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US355,Industrials,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US356,Industrials,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US357,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US358,Technology,Platform,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US359,Technology,Platform,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US360,Communication,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US361,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US362,Technology,Platform,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US363,Technology,Platform,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US364,Finance,B2C,Global,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US365,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US366,Consumer_Staples,B2C,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Asset_Light,Stable
US367,Healthcare,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US368,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US369,Consumer_Staples,B2C,International,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US370,Energy,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US371,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US372,Finance,B2C,Domestic,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US373,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Strong
US374,Materials,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US375,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US376,Finance,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US377,Consumer_Staples,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US378,Finance,B2C,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Developing
US379,Real_Estate,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US380,Finance,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US381,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US382,Technology,Platform,Global,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US383,Real_Estate,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US384,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Asset_Light,Strong
US385,Industrials,B2B,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Stable
US386,Technology,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US387,Healthcare,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US388,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Stable
US389,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US390,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US391,Real_Estate,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US392,Real_Estate,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US393,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US394,Finance,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US395,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US396,Healthcare,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US397,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US398,Industrials,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US399,Consumer_Discretionary,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US400,Technology,Platform,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US401,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Strong
US402,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US403,Finance,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Low_Margin,Moderate,Stable
US404,Technology,Platform,International,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US405,Real_Estate,B2B,International,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US406,Energy,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US407,Technology,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Strong
US408,Utilities,B2B,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US409,Technology,Platform,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US410,Materials,B2B,Global,Cyclical,Niche_Specialist,Large,Tier_1,Low_Margin,Moderate,Stable
US411,Real_Estate,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US412,Technology,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US413,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US414,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US415,Industrials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US416,Utilities,B2B,Global,Mature,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US417,Industrials,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US418,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US419,Consumer_Discretionary,B2C,International,Growth,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US420,Finance,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US421,Materials,B2B,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Stable
US422,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US423,Healthcare,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US424,Technology,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US425,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US426,Technology,Platform,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US427,Consumer_Staples,B2C,Global,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Stable
US428,Communication,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US429,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US430,Communication,B2C,Global,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Strong
US431,Consumer_Discretionary,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US432,Energy,B2B,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US433,Consumer_Staples,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US434,Technology,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US435,Technology,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US436,Technology,B2B,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US437,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US438,Technology,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US439,Energy,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US440,Industrials,B2B,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US441,Healthcare,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US442,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US443,Communication,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US444,Communication,B2C,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US445,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US446,Industrials,B2B,International,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US447,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US448,Finance,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US449,Technology,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Stable
US450,Finance,B2C,Domestic,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Strong
US451,Technology,Platform,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US452,Consumer_Staples,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US453,Finance,B2C,International,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Capital_Intensive,Strong
US454,Technology,Platform,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US455,Real_Estate,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US456,Consumer_Discretionary,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US457,Industrials,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US458,Industrials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US459,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US460,Industrials,B2B,International,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US461,Healthcare,B2C,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US462,Healthcare,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US463,Energy,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US464,Real_Estate,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US465,Technology,Platform,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US466,Industrials,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US467,Communication,B2B,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Developing
US468,Healthcare,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US469,Healthcare,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US470,Real_Estate,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US471,Finance,B2C,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US472,Utilities,B2C,Domestic,Cyclical,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US473,Materials,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US474,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US475,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US476,Industrials,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US477,Healthcare,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US478,Consumer_Staples,B2C,International,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US479,Communication,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Asset_Light,Developing
US480,Communication,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Strong
US481,Industrials,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US482,Healthcare,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US483,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US484,Finance,B2C,International,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US485,Real_Estate,B2B,Global,Cyclical,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US486,Healthcare,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US487,Technology,B2B,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US488,Real_Estate,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US489,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US490,Energy,B2B,Global,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US491,Finance,B2C,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US492,Technology,Platform,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Developing
US493,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US494,Utilities,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US495,Industrials,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US496,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Stable
US497,Communication,B2B,International,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US498,Technology,Platform,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US499,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US500,Technology,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US501,Technology,Platform,International,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US502,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US503,Technology,Platform,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US504,Communication,B2B,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Strong
US505,Technology,Platform,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US506,Technology,Platform,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US507,Technology,Platform,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Asset_Light,Stable
US508,Technology,Platform,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US509,Technology,Platform,Global,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US510,Technology,Platform,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US511,Healthcare,B2C,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US512,Healthcare,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US513,Consumer_Discretionary,Platform,Global,Mature,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US514,Communication,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US515,Technology,Platform,Global,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US516,Consumer_Discretionary,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US517,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US518,Technology,Platform,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US519,Healthcare,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US520,Technology,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US521,Finance,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US522,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US523,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US524,Healthcare,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US525,Technology,B2B,International,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
